会员卡号,性别,年龄,会员卡注册时间,会员卡级别
6600273909,F,26.0,2017-02-28 21:09:44,缤纷卡
1010010011101281,F,37.0,2013-01-13 00:00:00,缤纷卡
1010010011236404,F,49.0,2013-08-25 00:00:00,缤纷卡
1010000001001127,F,31.0,2014-07-16 00:00:00,璀璨卡
1010010018037840,F,32.0,2017-06-14 00:00:00,璀璨卡
1010010018028558,F,51.0,2014-09-03 00:00:00,璀璨卡
1010010011212640,F,36.0,2010-03-28 00:00:00,缤纷卡
06900000816,F,18.0,2017-04-07 22:25:54,预享卡
1000011809400021,M,-1.0,2018-04-04 13:24:11,预享卡
1010010011118277,F,36.0,2016-03-11 00:00:00,缤纷卡
06900078648,F,18.0,2017-09-08 18:02:27,预享卡
1010010011202996,M,36.0,2013-07-14 00:00:00,缤纷卡
1010010011235556,F,29.0,2013-08-13 00:00:00,缤纷卡
1000011814200502,F,-1.0,2018-05-22 17:45:59,预享卡
1000011807500138,M,-1.0,2018-03-16 18:32:40,预享卡
1010010018018508,F,28.0,2015-11-28 00:00:00,缤纷卡
1000011816600099,F,-1.0,2018-06-15 11:51:36,预享卡
1010010011225616,F,33.0,2014-09-21 00:00:00,缤纷卡
1010020011162546,M,53.0,2013-07-04 00:00:00,璀璨卡
1010010011135614,M,39.0,2017-01-07 00:00:00,缤纷卡
1000011817500685,F,33.0,2018-06-24 15:34:25,璀璨卡
1010010018023636,F,48.0,2013-05-17 00:00:00,璀璨卡
6600130460,F,-1.0,2016-12-02 15:15:48,缤纷卡
1000011818101060,F,47.0,2018-06-30 17:16:46,缤纷卡
1010010018001745,F,55.0,2008-05-08 00:00:00,璀璨卡
1010010018030959,F,49.0,2010-01-17 00:00:00,璀璨卡
06900050502,F,45.0,2017-06-29 00:00:00,缤纷卡
1010010011226644,M,34.0,2016-07-10 00:00:00,缤纷卡
06900083460,F,39.0,2017-10-15 12:18:31,缤纷卡
801000253971,F,33.0,2010-08-10 00:00:00,璀璨卡
1010010018017113,M,34.0,2011-03-18 00:00:00,璀璨卡
06900089385,M,-1.0,2017-11-27 15:36:56,预享卡
1000011803000045,M,-1.0,2018-01-30 13:40:02,预享卡
1010010018001955,F,33.0,2010-04-03 00:00:00,璀璨卡
6600146841,F,-1.0,2016-12-17 21:29:28,缤纷卡
06900084013,F,-1.0,2017-10-20 21:24:11,预享卡
1000011804200078,M,-1.0,2018-02-11 16:04:03,预享卡
1010010018013165,F,35.0,2009-11-16 00:00:00,缤纷卡
1010010011207204,F,29.0,2016-08-30 00:00:00,缤纷卡
06900054900,F,18.0,2017-07-03 10:27:16,预享卡
1010010018015396,F,34.0,2012-10-02 00:00:00,璀璨卡
1010010011176826,F,49.0,2010-04-17 00:00:00,缤纷卡
1010010018028977,F,33.0,2011-06-04 00:00:00,璀璨卡
1010010018013103,M,36.0,2014-09-08 00:00:00,璀璨卡
1010010018030875,F,32.0,2014-01-29 00:00:00,璀璨卡
1000011810000040,F,36.0,2018-04-10 15:30:54,缤纷卡
1010010018017759,F,37.0,2010-03-27 00:00:00,璀璨卡
1000011802100183,F,32.0,2018-01-21 19:25:50,缤纷卡
1010010011141697,F,40.0,2009-05-23 00:00:00,缤纷卡
1010010018018611,F,31.0,2008-11-09 00:00:00,缤纷卡
6600221022,F,24.0,2017-01-22 22:09:25,缤纷卡
1010010011202168,F,43.0,2012-10-05 00:00:00,缤纷卡
1010010018013557,M,35.0,2011-09-16 00:00:00,璀璨卡
1010010018001051,F,38.0,2008-05-21 00:00:00,璀璨卡
1010010018034953,M,33.0,2016-04-22 00:00:00,璀璨卡
06900000295,F,18.0,2017-04-01 20:14:02,预享卡
1010010018049639,M,25.0,2014-02-11 00:00:00,璀璨卡
1010020011103158,F,35.0,2013-01-02 00:00:00,缤纷卡
1010010011151619,F,36.0,2015-09-10 00:00:00,缤纷卡
6600090853,F,-1.0,2016-06-09 20:27:55,缤纷卡
06900005594,F,18.0,2017-05-02 12:18:57,预享卡
1010010011233037,F,34.0,2009-12-04 00:00:00,缤纷卡
6600128200,F,-1.0,2016-11-16 00:00:00,缤纷卡
1010010011120127,F,34.0,2016-02-27 00:00:00,缤纷卡
1010010011177163,M,26.0,2013-12-25 00:00:00,缤纷卡
1010010011112104,M,29.0,2016-06-26 00:00:00,缤纷卡
1010010011147243,F,35.0,2009-06-09 00:00:00,缤纷卡
06900094361,F,30.0,2017-12-23 16:31:36,缤纷卡
06900074967,F,27.0,2017-08-13 00:00:00,缤纷卡
6600148438,F,26.0,2016-12-21 21:54:06,缤纷卡
1010010011133262,F,60.0,2016-12-11 00:00:00,缤纷卡
1010010011105437,F,35.0,2010-02-14 00:00:00,缤纷卡
06900004603,F,18.0,2017-04-27 12:01:23,预享卡
06900081264,F,18.0,2017-09-29 17:49:41,预享卡
6600122889,M,36.0,2016-10-05 00:00:00,缤纷卡
06900091349,M,-1.0,2017-12-11 12:32:50,预享卡
1010010018015486,F,38.0,2008-06-07 00:00:00,璀璨卡
06900005667,F,18.0,2017-05-03 12:56:14,预享卡
6600085915,F,-1.0,2016-01-09 21:24:15,璀璨卡
1010010011226704,F,33.0,2016-07-08 00:00:00,缤纷卡
1010010018020581,F,27.0,2015-08-25 00:00:00,璀璨卡
6600124447,M,18.0,2016-10-17 00:00:00,缤纷卡
06900092872,M,32.0,2017-12-18 13:57:21,缤纷卡
06900090768,F,23.0,2017-12-08 16:28:33,璀璨卡
06900090346,M,-1.0,2017-12-04 15:44:53,缤纷卡
1010010018012575,M,33.0,2016-04-28 00:00:00,璀璨卡
06900075635,F,18.0,2017-08-18 14:08:18,预享卡
1010010018002701,M,35.0,2010-01-06 00:00:00,璀璨卡
1010010011133882,F,30.0,2016-11-10 00:00:00,缤纷卡
06900083248,F,-1.0,2017-10-14 10:19:41,预享卡
06900000902,F,18.0,2017-04-08 17:13:10,预享卡
1010010011224194,F,42.0,2016-10-18 00:00:00,缤纷卡
1010010011111909,M,51.0,2016-06-30 00:00:00,缤纷卡
1010010011186753,M,39.0,2014-10-19 00:00:00,缤纷卡
1000011801700086,M,-1.0,2018-01-17 21:04:07,预享卡
1000011802000080,M,-1.0,2018-01-20 13:32:06,预享卡
1010010011100788,F,28.0,2015-09-09 00:00:00,缤纷卡
1010010011135417,F,23.0,2017-01-02 00:00:00,缤纷卡
1010010011100781,F,32.0,2015-09-11 00:00:00,缤纷卡
1010010011225117,M,26.0,2016-07-15 00:00:00,缤纷卡
06900093869,M,-1.0,2017-12-22 12:43:01,预享卡
6600120098,F,38.0,2016-09-23 06:44:55,缤纷卡
1010010011159981,F,33.0,2010-08-15 00:00:00,缤纷卡
1010010018019922,F,32.0,2009-09-03 00:00:00,璀璨卡
6600093586,M,35.0,2016-07-06 09:40:09,缤纷卡
06900010019,F,29.0,2017-05-27 21:09:41,预享卡
1010010011240956,M,30.0,2014-04-04 00:00:00,缤纷卡
06900002052,F,26.0,2017-04-16 00:00:00,缤纷卡
1010010018025763,M,40.0,2010-02-11 00:00:00,璀璨卡
1010010018005479,M,37.0,2014-12-13 00:00:00,璀璨卡
06900082872,F,-1.0,2017-10-09 18:04:09,预享卡
1010010011226054,M,29.0,2016-06-09 00:00:00,缤纷卡
1010010011163532,F,38.0,2011-07-09 00:00:00,缤纷卡
1010010011338917,M,24.0,2017-09-21 00:00:00,缤纷卡
06900004731,F,18.0,2017-04-28 16:38:35,预享卡
1010010011211173,F,33.0,2011-08-20 00:00:00,缤纷卡
06900091699,M,-1.0,2017-12-14 20:00:56,预享卡
6600098988,F,-1.0,2016-08-07 00:00:00,缤纷卡
06900096789,M,-1.0,2018-01-06 10:48:34,预享卡
06900092669,M,-1.0,2017-12-17 16:31:40,预享卡
6600203009,F,29.0,2017-01-14 18:18:13,缤纷卡
1000011803400036,F,32.0,2018-02-03 11:54:47,预享卡
1010010011174771,F,29.0,2013-01-23 00:00:00,缤纷卡
06900089919,M,-1.0,2017-12-02 13:04:34,预享卡
06900068037,F,24.0,2017-07-15 19:47:07,缤纷卡
6600087261,F,-1.0,2016-02-16 00:00:00,缤纷卡
6000090413,M,-1.0,2015-09-20 18:13:42,缤纷卡
6600156196,F,-1.0,2016-12-24 17:58:58,璀璨卡
1010010011107120,F,29.0,2014-08-22 00:00:00,缤纷卡
06900007756,F,18.0,2017-05-24 16:29:57,预享卡
1010010011190259,F,19.0,2014-12-14 00:00:00,缤纷卡
06900090682,M,31.0,2017-12-07 18:13:10,缤纷卡
1000011801400060,M,58.0,2018-01-14 14:04:00,璀璨卡
1010010011126760,F,29.0,2016-01-23 00:00:00,缤纷卡
1010010018000267,M,35.0,2010-08-02 00:00:00,璀璨卡
1010010011133820,F,40.0,2016-11-08 00:00:00,缤纷卡
1010010018002130,M,32.0,2011-09-11 00:00:00,璀璨卡
1000011803700132,M,-1.0,2018-02-06 21:47:01,预享卡
6600093103,F,26.0,2016-07-04 00:00:00,缤纷卡
6600085010,F,33.0,2015-12-18 00:00:00,缤纷卡
1010010011118438,F,30.0,2016-03-13 00:00:00,缤纷卡
06900072700,F,18.0,2017-07-23 15:48:40,预享卡
1010010011114546,F,-1.0,2012-02-17 00:00:00,缤纷卡
1010010011131557,F,23.0,2014-12-05 00:00:00,缤纷卡
06900091763,M,-1.0,2017-12-15 13:00:47,预享卡
1010010011115303,F,22.0,2010-03-15 00:00:00,缤纷卡
1010010011137891,M,33.0,2008-05-19 00:00:00,缤纷卡
06900073008,F,18.0,2017-07-26 20:35:29,预享卡
1010010011337146,M,33.0,2017-05-31 00:00:00,缤纷卡
06900030763,F,18.0,2017-06-10 18:13:37,预享卡
1010010011241081,M,33.0,2010-11-25 00:00:00,缤纷卡
1010010011230928,F,37.0,2015-09-12 00:00:00,缤纷卡
1010010011161926,F,39.0,2014-07-20 00:00:00,缤纷卡
06900090088,M,-1.0,2017-12-02 21:45:50,预享卡
1000011805000080,M,-1.0,2018-02-19 15:59:00,预享卡
1010010018035007,M,38.0,2013-01-05 00:00:00,璀璨卡
6600117585,M,26.0,2016-09-16 17:41:00,缤纷卡
1010010018048640,F,32.0,2014-07-23 00:00:00,璀璨卡
6600096563,F,36.0,2016-07-20 00:00:00,缤纷卡
300350345,F,-1.0,2011-07-06 00:00:00,缤纷卡
1010010011223487,F,29.0,2016-07-17 00:00:00,缤纷卡
1000011805000107,M,-1.0,2018-02-19 17:09:56,预享卡
6600212900,M,22.0,2017-01-19 13:25:31,缤纷卡
1000011805300031,M,-1.0,2018-02-22 13:21:28,预享卡
6600224499,F,-1.0,2017-01-24 18:03:08,缤纷卡
1010010011111769,F,31.0,2016-08-28 00:00:00,缤纷卡
1010010011193105,M,34.0,2015-03-08 00:00:00,缤纷卡
1000011801500104,M,-1.0,2018-01-15 21:43:05,预享卡
1010010018039100,F,32.0,2017-09-08 00:00:00,璀璨卡
1010010018049909,F,65.0,2015-06-24 00:00:00,璀璨卡
1010010011145210,M,35.0,2012-12-21 00:00:00,缤纷卡
06900011987,F,23.0,2017-05-29 15:03:17,缤纷卡
1010010018028371,F,39.0,2011-03-11 00:00:00,璀璨卡
1010010011197134,M,36.0,2014-06-03 00:00:00,缤纷卡
1010000001000882,F,30.0,2013-08-26 00:00:00,璀璨卡
06900093688,M,-1.0,2017-12-21 15:26:53,预享卡
1010010011235832,F,27.0,2010-08-01 00:00:00,缤纷卡
1010010011211094,F,30.0,2012-03-12 00:00:00,缤纷卡
1000011805800037,F,20.0,2018-02-27 14:59:02,缤纷卡
1010010011100501,F,40.0,2015-10-31 00:00:00,缤纷卡
1010010018012973,F,33.0,2011-10-24 00:00:00,缤纷卡
1000011810500028,M,34.0,2018-04-15 11:25:03,缤纷卡
6600248830,F,-1.0,2017-02-10 21:11:57,缤纷卡
1010010011157799,F,57.0,2015-06-06 00:00:00,缤纷卡
1010010011127331,F,35.0,2016-01-08 00:00:00,缤纷卡
06900091006,M,-1.0,2017-12-09 17:01:53,预享卡
1010020011437769,F,27.0,2018-02-07 00:00:00,璀璨卡
1000011809900035,M,-1.0,2018-04-09 16:23:57,预享卡
1010010018023621,F,30.0,2012-04-23 00:00:00,璀璨卡
1000011809300055,M,-1.0,2018-04-03 18:26:34,预享卡
1010020011230233,F,31.0,2016-10-14 00:00:00,璀璨卡
06900090481,M,-1.0,2017-12-05 23:59:15,预享卡
1010020011243987,F,40.0,2016-07-17 00:00:00,缤纷卡
6600084769,M,-1.0,2015-12-11 17:34:59,缤纷卡
1000011808600039,M,-1.0,2018-03-27 15:35:07,预享卡
1010020011223081,F,35.0,2016-05-31 00:00:00,璀璨卡
6600090019,M,-1.0,2016-05-12 00:00:00,缤纷卡
1010010011248949,M,33.0,2012-07-14 00:00:00,缤纷卡
1010010011135648,M,33.0,2017-01-08 00:00:00,缤纷卡
1000011808100038,M,-1.0,2018-03-22 14:34:54,预享卡
06900088818,M,-1.0,2017-11-24 18:47:27,预享卡
1010010011224592,M,26.0,2016-08-18 00:00:00,缤纷卡
1010010018032867,M,30.0,2016-06-11 00:00:00,璀璨卡
1000011804400057,M,26.0,2018-02-13 14:26:07,缤纷卡
06900097466,M,26.0,2018-01-11 13:32:34,璀璨卡
1010010011335443,M,36.0,2017-04-16 00:00:00,缤纷卡
06900091793,F,42.0,2017-12-15 14:46:26,缤纷卡
6600122518,M,24.0,2016-10-02 00:00:00,缤纷卡
1000011804000157,M,-1.0,2018-02-09 19:03:35,预享卡
06900062185,F,31.0,2017-07-09 00:00:00,缤纷卡
1010010011336545,M,27.0,2010-10-24 00:00:00,缤纷卡
06900092117,M,-1.0,2017-12-16 16:50:08,预享卡
1010010018012374,F,41.0,2016-05-07 00:00:00,璀璨卡
1010010018010369,F,39.0,2016-07-25 00:00:00,璀璨卡
1010010018002381,M,39.0,2009-05-16 00:00:00,璀璨卡
1010010011246233,M,31.0,2011-05-18 00:00:00,缤纷卡
1010010011206301,M,23.0,2016-10-07 00:00:00,缤纷卡
1010010011206878,F,59.0,2016-09-17 00:00:00,缤纷卡
1010010018010511,M,37.0,2016-07-13 00:00:00,璀璨卡
06900091388,F,29.0,2017-12-11 17:16:43,缤纷卡
1010010011153491,M,34.0,2015-05-12 00:00:00,缤纷卡
1010010018040898,F,32.0,2016-08-27 00:00:00,璀璨卡
1010010011139165,F,26.0,2012-11-13 00:00:00,缤纷卡
06900080994,F,18.0,2017-09-26 02:28:06,预享卡
6227609401373164,M,37.0,2010-02-24 00:00:00,预享卡
1010010011215760,F,31.0,2017-03-20 00:00:00,缤纷卡
06900098049,M,25.0,2018-02-12 13:13:59,缤纷卡
1010010011110087,M,31.0,2016-06-09 00:00:00,缤纷卡
06900076649,F,18.0,2017-08-25 14:22:19,预享卡
1010010011110955,M,29.0,2016-04-23 00:00:00,缤纷卡
1010010011337919,F,30.0,2017-08-13 00:00:00,缤纷卡
06900001545,M,25.0,2017-04-14 00:00:00,缤纷卡
06900080930,M,24.0,2017-09-25 00:00:00,缤纷卡
1000011801800012,F,23.0,2018-01-18 11:45:07,缤纷卡
06900080955,F,18.0,2017-09-25 14:52:02,预享卡
1010010018013577,F,37.0,2008-07-14 00:00:00,璀璨卡
06900077860,F,18.0,2017-09-01 19:22:11,预享卡
1010010018035987,M,28.0,2016-10-06 00:00:00,璀璨卡
6600098554,F,22.0,2016-08-03 00:00:00,缤纷卡
6600146179,F,-1.0,2016-12-17 14:31:52,璀璨卡
6600091257,F,-1.0,2016-06-20 00:00:00,缤纷卡
1000011802000170,M,-1.0,2018-01-20 18:41:02,预享卡
1010010011216466,M,38.0,2017-04-01 00:00:00,缤纷卡
1000011801700015,M,-1.0,2018-01-17 12:52:04,预享卡
1000011807300052,M,-1.0,2018-03-14 19:07:30,预享卡
6600126168,M,29.0,2016-11-01 12:58:06,缤纷卡
1010010018019671,F,51.0,2010-02-06 00:00:00,璀璨卡
1000011801800027,M,-1.0,2018-01-18 13:34:57,预享卡
06900001414,M,29.0,2017-04-14 00:00:00,璀璨卡
6600171002,M,-1.0,2016-12-30 21:09:00,缤纷卡
06900078512,F,18.0,2017-09-07 13:33:27,预享卡
1010010011119516,F,38.0,2016-05-09 00:00:00,缤纷卡
1010010011114179,F,35.0,2011-02-21 00:00:00,缤纷卡
6600145389,F,-1.0,2016-12-16 18:08:30,缤纷卡
06900093224,M,-1.0,2017-12-20 14:42:12,预享卡
06900007465,F,18.0,2017-05-20 17:45:15,预享卡
6600083500,F,-1.0,2015-10-26 00:00:00,缤纷卡
1000011801400200,M,-1.0,2018-01-14 21:48:31,预享卡
1010010011241321,M,32.0,2014-03-29 00:00:00,缤纷卡
1000011808400002,M,-1.0,2018-03-25 05:57:25,预享卡
1010010011124943,M,22.0,2016-01-10 00:00:00,缤纷卡
1010010018036139,F,33.0,2016-10-13 00:00:00,璀璨卡
06900070915,F,18.0,2017-07-19 20:02:23,预享卡
1000011807000261,M,-1.0,2018-03-11 20:18:37,预享卡
06900072802,F,18.0,2017-07-24 11:31:36,预享卡
1010010011158359,F,26.0,2015-07-25 00:00:00,缤纷卡
6600104236,F,25.0,2016-08-25 22:55:50,缤纷卡
6600129329,M,39.0,2016-11-24 12:25:10,缤纷卡
06900078779,F,56.0,2017-09-09 11:23:43,缤纷卡
06900096471,M,-1.0,2018-01-04 12:48:50,预享卡
1000011808500013,M,-1.0,2018-03-26 11:54:34,预享卡
1010010011135820,F,25.0,2017-01-28 00:00:00,缤纷卡
06900072306,F,18.0,2017-07-21 20:11:24,预享卡
06900010172,F,32.0,2017-05-27 23:54:03,缤纷卡
1010010011131943,F,30.0,2016-12-09 00:00:00,缤纷卡
06900088822,M,-1.0,2017-11-24 18:49:48,预享卡
06900076561,F,18.0,2017-08-24 16:21:09,预享卡
6600084570,F,-1.0,2015-12-04 00:00:00,缤纷卡
6600268347,F,-1.0,2017-02-24 23:16:04,缤纷卡
1000011808900070,M,-1.0,2018-03-30 18:13:06,预享卡
1010010011118244,F,32.0,2016-03-10 00:00:00,缤纷卡
1010010011135816,F,20.0,2017-01-28 00:00:00,缤纷卡
6227609675141214,F,29.0,2009-06-09 00:00:00,预享卡
06900006819,F,18.0,2017-05-13 21:03:01,预享卡
1010010011217400,M,34.0,2017-02-11 00:00:00,缤纷卡
1021010011187032,M,33.0,2014-11-17 00:00:00,缤纷卡
06900084414,F,18.0,2017-10-23 15:48:57,预享卡
1000011809100234,M,-1.0,2018-04-01 21:19:59,预享卡
06900083822,F,-1.0,2017-10-19 12:08:53,预享卡
6600146222,M,-1.0,2016-12-17 14:56:23,缤纷卡
06900082818,F,-1.0,2017-10-08 23:19:44,预享卡
1000011807000236,M,-1.0,2018-03-11 19:21:03,预享卡
1010010011234308,M,39.0,2013-08-10 00:00:00,缤纷卡
6600182652,M,-1.0,2017-01-05 13:41:03,缤纷卡
6600238099,F,-1.0,2017-02-03 16:59:08,缤纷卡
06900016996,F,18.0,2017-06-02 12:40:13,预享卡
1010010011122727,F,32.0,2016-03-08 00:00:00,缤纷卡
06900096800,M,-1.0,2018-01-06 11:39:48,预享卡
6600139538,M,40.0,2016-12-05 00:12:09,缤纷卡
1010010011178595,M,25.0,2015-04-02 00:00:00,璀璨卡
1010010018011909,F,44.0,2010-12-03 00:00:00,璀璨卡
1010010011134060,M,35.0,2016-11-14 00:00:00,缤纷卡
06900068699,F,18.0,2017-07-16 17:36:30,预享卡
1010010011226527,M,24.0,2016-06-11 00:00:00,缤纷卡
1010010011227232,F,37.0,2016-07-05 00:00:00,缤纷卡
1010010011250977,M,27.0,2017-05-06 00:00:00,缤纷卡
1000011807800059,F,30.0,2018-03-19 17:07:50,缤纷卡
1000011803000071,F,36.0,2018-01-30 17:39:11,璀璨卡
1010010011148842,M,28.0,2014-10-07 00:00:00,缤纷卡
06900082673,F,-1.0,2017-10-08 12:28:29,预享卡
1010010018015027,F,32.0,2014-04-14 00:00:00,璀璨卡
06900093745,M,-1.0,2017-12-21 18:43:55,预享卡
1010010011169424,M,-1.0,2011-07-19 00:00:00,缤纷卡
1000011801300216,M,-1.0,2018-01-13 21:16:58,预享卡
1000011804300049,M,-1.0,2018-02-12 15:04:02,预享卡
1010010011208806,F,31.0,2016-09-23 00:00:00,缤纷卡
2010000058001036,M,30.0,2012-06-23 00:00:00,璀璨卡
1000011808000060,F,34.0,2018-03-21 18:08:47,预享卡
06900060053,F,18.0,2017-07-07 20:39:16,预享卡
1010010011246026,F,33.0,2011-10-05 00:00:00,缤纷卡
6600111107,M,33.0,2016-09-03 00:00:00,缤纷卡
1010010018012249,F,32.0,2016-05-27 00:00:00,璀璨卡
1010010011192515,F,35.0,2015-03-03 00:00:00,缤纷卡
6600258659,M,-1.0,2017-02-18 13:58:58,缤纷卡
6600176284,M,-1.0,2017-01-02 10:59:55,缤纷卡
1000011805300126,F,28.0,2018-02-22 20:23:16,缤纷卡
1010010011232263,F,39.0,2011-09-13 00:00:00,缤纷卡
06900090887,M,-1.0,2017-12-08 21:38:42,预享卡
1010000001003561,F,31.0,2014-01-17 00:00:00,璀璨卡
1000011808000075,F,28.0,2018-03-21 19:57:07,缤纷卡
1010010018014165,F,34.0,2012-11-14 00:00:00,缤纷卡
06900001132,F,18.0,2017-04-11 18:36:20,预享卡
1010010011119217,M,34.0,2016-03-30 00:00:00,缤纷卡
1010010011237063,F,44.0,2010-07-11 00:00:00,缤纷卡
1010010018012557,M,29.0,2016-04-28 00:00:00,璀璨卡
1010010011179953,M,51.0,2015-03-19 00:00:00,缤纷卡
06900002599,F,18.0,2017-04-20 12:13:09,预享卡
6600238279,F,-1.0,2017-02-03 19:43:48,缤纷卡
06900082478,M,30.0,2017-10-06 20:26:19,缤纷卡
1000011808200061,M,-1.0,2018-03-23 17:28:40,预享卡
1000011811100154,M,26.0,2018-04-21 12:06:28,缤纷卡
1010020018049886,F,56.0,2013-02-14 00:00:00,璀璨卡
1000011804200082,M,-1.0,2018-02-11 16:17:24,预享卡
6600261558,F,-1.0,2017-02-20 19:06:51,缤纷卡
1000011810300070,M,-1.0,2018-04-13 20:31:03,预享卡
1000011802400079,M,32.0,2018-01-24 18:54:39,缤纷卡
1010010011172426,F,35.0,2012-09-21 00:00:00,缤纷卡
06900004937,F,18.0,2017-04-29 08:28:02,预享卡
1010010011248389,F,32.0,2012-10-04 00:00:00,缤纷卡
06900096431,M,-1.0,2018-01-03 19:29:17,预享卡
06900069941,F,27.0,2017-07-18 12:45:20,缤纷卡
6600087265,M,-1.0,2016-02-16 15:17:50,缤纷卡
6600117822,M,24.0,2016-09-17 00:00:00,缤纷卡
06900093256,M,-1.0,2017-12-20 16:55:22,预享卡
06900096224,M,33.0,2018-01-01 20:20:21,缤纷卡
1010010011125277,M,31.0,2015-12-25 00:00:00,缤纷卡
1010010018038839,F,37.0,2016-10-24 00:00:00,缤纷卡
1010010011215885,M,19.0,2017-03-25 00:00:00,缤纷卡
1010010011207748,M,-1.0,2016-09-07 00:00:00,缤纷卡
06900074621,F,18.0,2017-08-11 14:12:39,预享卡
06900091915,M,-1.0,2017-12-16 09:46:29,预享卡
1010010011195643,M,33.0,2015-03-01 00:00:00,缤纷卡
1010010018001025,M,39.0,2012-01-17 00:00:00,璀璨卡
1010010018025882,F,35.0,2009-12-28 00:00:00,璀璨卡
6600090059,M,-1.0,2016-05-14 11:22:29,缤纷卡
1000011810500075,M,-1.0,2018-04-15 14:16:08,预享卡
1010010011214247,F,30.0,2014-02-03 00:00:00,缤纷卡
06900005074,F,18.0,2017-04-29 16:54:02,预享卡
1010010011189159,M,31.0,2009-04-22 00:00:00,缤纷卡
6600164993,F,33.0,2016-12-28 00:48:13,缤纷卡
1010010018049039,F,42.0,2009-04-08 00:00:00,璀璨卡
1010010018029496,F,30.0,2012-03-29 00:00:00,璀璨卡
6900073829,F,39.0,2017-08-03 00:00:00,缤纷卡
1010010011221860,F,32.0,2015-12-08 00:00:00,缤纷卡
1000011817400206,F,-1.0,2018-06-23 12:29:33,预享卡
6600086081,F,-1.0,2016-01-15 14:46:09,缤纷卡
1000011815301484,F,29.0,2018-06-02 20:19:30,缤纷卡
1010010011339207,F,42.0,2012-05-06 00:00:00,缤纷卡
1010010018003328,F,48.0,2010-03-06 00:00:00,璀璨卡
1010010011125555,F,29.0,2015-11-28 00:00:00,缤纷卡
1000011910902750,F,-1.0,2019-04-19 20:14:06,预享卡
1010020018049339,F,34.0,2017-12-10 00:00:00,璀璨卡
1010010018048918,F,28.0,2012-08-09 00:00:00,璀璨卡
1000011832101484,M,48.0,2018-11-17 17:37:13,预享卡
1010010011140955,F,32.0,2011-01-31 00:00:00,缤纷卡
6000066788,F,-1.0,2015-05-30 10:58:23,璀璨卡
1010010011118329,F,27.0,2016-03-12 00:00:00,缤纷卡
1010020011220948,F,32.0,2016-04-13 00:00:00,缤纷卡
1010010018003117,F,47.0,2011-01-17 00:00:00,璀璨卡
519140468,U,-1.0,2018-03-21 21:48:42,预享卡
1010020011221888,F,31.0,2016-04-13 00:00:00,缤纷卡
1010010011102337,F,30.0,2014-12-29 00:00:00,缤纷卡
1010010018036299,F,35.0,2017-02-22 00:00:00,璀璨卡
1010010011223731,M,47.0,2016-08-04 00:00:00,璀璨卡
1010010011177120,F,44.0,2009-07-03 00:00:00,缤纷卡
1010010011216475,F,32.0,2017-04-01 00:00:00,缤纷卡
0519038562,F,33.0,2017-04-15 00:00:00,璀璨卡
1010010011244772,M,33.0,2009-07-15 00:00:00,缤纷卡
1000011906600561,F,-1.0,2019-03-07 13:10:44,预享卡
1000011830100555,U,-1.0,2018-10-28 13:38:16,预享卡
1000011907300902,F,-1.0,2019-03-14 18:13:44,预享卡
1010010018000879,F,39.0,2009-11-06 00:00:00,璀璨卡
1010010011213496,F,31.0,2012-09-14 00:00:00,缤纷卡
1010010011212652,F,36.0,2011-02-15 00:00:00,缤纷卡
06900083575,M,35.0,2017-10-15 00:00:00,缤纷卡
1000011812600018,F,31.0,2018-05-06 09:12:00,预享卡
1010010011234378,F,30.0,2012-10-03 00:00:00,缤纷卡
0519029300,U,-1.0,2017-02-22 12:44:13,预享卡
0519017556,F,28.0,2017-01-15 15:33:05,缤纷卡
1010020011147833,F,42.0,2012-07-12 00:00:00,璀璨卡
1010010011193122,M,29.0,2010-09-19 00:00:00,缤纷卡
06900073997,M,36.0,2017-08-05 12:27:32,缤纷卡
1010010011225912,F,31.0,2016-06-05 00:00:00,缤纷卡
1010010011167418,M,47.0,2014-01-11 00:00:00,缤纷卡
1000011909400640,F,-1.0,2019-04-04 15:24:44,预享卡
1000011911001748,F,-1.0,2019-04-20 12:19:33,预享卡
1000011818900049,M,32.0,2018-07-08 10:30:28,缤纷卡
1000011822900616,M,50.0,2018-08-17 14:40:30,缤纷卡
1010010018021698,F,29.0,2013-08-12 00:00:00,璀璨卡
6000081627,F,-1.0,2015-07-30 22:10:14,缤纷卡
1000011830500220,U,-1.0,2018-11-01 12:47:59,预享卡
1010010018024408,F,37.0,2009-10-06 00:00:00,璀璨卡
1010010018000754,F,27.0,2010-12-02 00:00:00,璀璨卡
1010010011136198,F,29.0,2016-12-25 00:00:00,缤纷卡
06900078441,F,28.0,2017-09-06 00:00:00,缤纷卡
1010010018018802,F,30.0,2009-05-09 00:00:00,璀璨卡
1010010011123093,F,38.0,2010-10-12 00:00:00,缤纷卡
1010010018024156,M,37.0,2008-05-28 00:00:00,璀璨卡
1000011807000020,M,-1.0,2018-03-11 11:47:35,预享卡
1010010011108021,F,31.0,2011-05-05 00:00:00,缤纷卡
1010010011218514,F,23.0,2017-01-24 00:00:00,缤纷卡
1010010011173437,F,38.0,2012-09-13 00:00:00,缤纷卡
1010010018004348,F,42.0,2010-02-10 00:00:00,璀璨卡
1010020011122629,F,25.0,2014-02-12 00:00:00,璀璨卡
1000011805300111,F,25.0,2018-02-22 19:03:52,缤纷卡
1010010018003591,F,35.0,2011-08-29 00:00:00,璀璨卡
